,Compound,Date,Media Sources,Negative,Neutral,Positive,Text,Tweets Ago
406,0.2263,Wed Jan 10 22:47:04 +0000 2018,nytimes,0.0,0.899,0.101,"Opinion: ""It's worth remembering that English has a long history of adapting to cultural change. That's something w… https://t.co/cefyelNUTD",7
407,-0.4939,Wed Jan 10 22:32:08 +0000 2018,nytimes,0.239,0.664,0.097,"With the Children’s Health Insurance Program running out of money, families share their fears of losing coverage https://t.co/nI6eUA4Tu7",8
408,0.0,Wed Jan 10 22:17:02 +0000 2018,nytimes,0.0,1.0,0.0,"RT @NYTHealth: R.S.V. results in more than 57,000 hospitalizations each year among children younger than 5 years old. Here's what every par…",9
409,0.1842,Wed Jan 10 22:02:05 +0000 2018,nytimes,0.136,0.649,0.216,"""Insistent or clumsy flirting is not a crime, nor is gallantry a chauvinist aggression."" Catherine Deneuve and doze… https://t.co/lBIyxbji5i",10
410,0.0,Wed Jan 10 21:49:07 +0000 2018,nytimes,0.0,1.0,0.0,President Trump dodged a question on whether he’d speak with Robert Mueller: “It seems unlikely that you’d even hav… https://t.co/01nmRCwcz1,11
411,0.0,Wed Jan 10 21:40:10 +0000 2018,nytimes,0.0,1.0,0.0,"Immigration agents descended on 7-Eleven stores across the U.S., arresting 21. The Trump administration said it was… https://t.co/Tw20dZQs3E",12
412,0.7589,Wed Jan 10 21:30:06 +0000 2018,nytimes,0.0,0.68,0.32,"Tonya Harding's side of the story is not about guilt or innocence. It's about respect, mitigating circumstances, ho… https://t.co/PD6Sppw9B9",13
413,-0.836,Wed Jan 10 21:23:06 +0000 2018,nytimes,0.312,0.644,0.044,"Ordered the wrong ""Fire and Fury"" book? You may want to read it anyway, its Canadian author said, because it will b… https://t.co/us7FSoBc6l",14
414,-0.34,Wed Jan 10 21:13:07 +0000 2018,nytimes,0.112,0.888,0.0,"Gabrielle Union, on talking about sexual assault: ""I’ve been doing it for 2 decades, but there were a lot more micr… https://t.co/r3kTI4Gqod",15
415,-0.875,Wed Jan 10 21:03:03 +0000 2018,nytimes,0.417,0.583,0.0,"An attempt to ban ""conversion therapy"" failed in New Hampshire. It was defeated by one vote. https://t.co/6ICQoduCG7.",16
416,0.0,Wed Jan 10 20:53:08 +0000 2018,nytimes,0.0,1.0,0.0,52 Places to Go in 2018 https://t.co/VvKsKSy3F0 https://t.co/bD9G7ZZo75,17
417,0.0,Wed Jan 10 20:49:15 +0000 2018,nytimes,0.0,1.0,0.0,RT @jwpetersNYT: It’s been four months since Irma and Maria hit the often-overlooked USVI. And they’re only now getting close to full power…,18
418,0.0,Wed Jan 10 20:43:05 +0000 2018,nytimes,0.0,1.0,0.0,"""There was one we asked over and over because we just could not believe the answer we kept getting.

Are you really… https://t.co/7m6lcG1R8I",19
419,0.0,Wed Jan 10 20:33:04 +0000 2018,nytimes,0.0,1.0,0.0,"After the Golden Globes, several women involved in Time’s Up said they didn't know what may be in store for the Osc… https://t.co/6x8QMPMe1N",20
420,0.0,Thu Jan 11 00:17:06 +0000 2018,nytimes,0.0,1.0,0.0,RT @nytvideo: Scientists watched dolphins look at themselves in a mirror. Here's what they found. https://t.co/BZxEw7G5dU https://t.co/P3iM…,21
421,0.5267,Thu Jan 11 00:02:02 +0000 2018,nytimes,0.0,0.673,0.327,Marcella Hazan's Bolognese: an ideal cold-weather dish https://t.co/TqrGBdbEaf,22
422,0.0,Wed Jan 10 23:47:02 +0000 2018,nytimes,0.0,1.0,0.0,Evening Briefing: Here's what you need to know at the end of the day https://t.co/fdUf9gkmk2,23
423,0.2732,Wed Jan 10 23:32:06 +0000 2018,nytimes,0.052,0.855,0.093,"RT @gettleman: This is what it's like for many Nepali women when they get their period: They trudge outside, often when it's freezing at ni…",24
424,0.0,Wed Jan 10 23:17:02 +0000 2018,nytimes,0.0,1.0,0.0,Between 6 and 12 homeless men live in the basement of a Brooklyn bodega at any given time. The owner does not charg… https://t.co/60roXZtcRz,25
425,-0.0931,Wed Jan 10 23:02:06 +0000 2018,nytimes,0.08,0.855,0.065,"""I am not sure there are rules for reporting on the homeless that don’t apply to living in general. Be careful. Be… https://t.co/WwlpPb5rnk",26
426,0.2263,Wed Jan 10 22:47:04 +0000 2018,nytimes,0.0,0.899,0.101,"Opinion: ""It's worth remembering that English has a long history of adapting to cultural change. That's something w… https://t.co/cefyelNUTD",27
427,-0.4939,Wed Jan 10 22:32:08 +0000 2018,nytimes,0.239,0.664,0.097,"With the Children’s Health Insurance Program running out of money, families share their fears of losing coverage https://t.co/nI6eUA4Tu7",28
428,0.0,Wed Jan 10 22:17:02 +0000 2018,nytimes,0.0,1.0,0.0,"RT @NYTHealth: R.S.V. results in more than 57,000 hospitalizations each year among children younger than 5 years old. Here's what every par…",29
429,0.1842,Wed Jan 10 22:02:05 +0000 2018,nytimes,0.136,0.649,0.216,"""Insistent or clumsy flirting is not a crime, nor is gallantry a chauvinist aggression."" Catherine Deneuve and doze… https://t.co/lBIyxbji5i",30
430,0.0,Wed Jan 10 21:49:07 +0000 2018,nytimes,0.0,1.0,0.0,President Trump dodged a question on whether he’d speak with Robert Mueller: “It seems unlikely that you’d even hav… https://t.co/01nmRCwcz1,31
431,0.0,Wed Jan 10 21:40:10 +0000 2018,nytimes,0.0,1.0,0.0,"Immigration agents descended on 7-Eleven stores across the U.S., arresting 21. The Trump administration said it was… https://t.co/Tw20dZQs3E",32
432,0.7589,Wed Jan 10 21:30:06 +0000 2018,nytimes,0.0,0.68,0.32,"Tonya Harding's side of the story is not about guilt or innocence. It's about respect, mitigating circumstances, ho… https://t.co/PD6Sppw9B9",33
433,-0.836,Wed Jan 10 21:23:06 +0000 2018,nytimes,0.312,0.644,0.044,"Ordered the wrong ""Fire and Fury"" book? You may want to read it anyway, its Canadian author said, because it will b… https://t.co/us7FSoBc6l",34
434,-0.34,Wed Jan 10 21:13:07 +0000 2018,nytimes,0.112,0.888,0.0,"Gabrielle Union, on talking about sexual assault: ""I’ve been doing it for 2 decades, but there were a lot more micr… https://t.co/r3kTI4Gqod",35
435,-0.875,Wed Jan 10 21:03:03 +0000 2018,nytimes,0.417,0.583,0.0,"An attempt to ban ""conversion therapy"" failed in New Hampshire. It was defeated by one vote. https://t.co/6ICQoduCG7.",36
436,0.0,Wed Jan 10 20:53:08 +0000 2018,nytimes,0.0,1.0,0.0,52 Places to Go in 2018 https://t.co/VvKsKSy3F0 https://t.co/bD9G7ZZo75,37
437,0.0,Wed Jan 10 20:49:15 +0000 2018,nytimes,0.0,1.0,0.0,RT @jwpetersNYT: It’s been four months since Irma and Maria hit the often-overlooked USVI. And they’re only now getting close to full power…,38
438,0.0,Wed Jan 10 20:43:05 +0000 2018,nytimes,0.0,1.0,0.0,"""There was one we asked over and over because we just could not believe the answer we kept getting.

Are you really… https://t.co/7m6lcG1R8I",39
439,0.0,Wed Jan 10 20:33:04 +0000 2018,nytimes,0.0,1.0,0.0,"After the Golden Globes, several women involved in Time’s Up said they didn't know what may be in store for the Osc… https://t.co/6x8QMPMe1N",40
440,-0.7184,Wed Jan 10 20:23:02 +0000 2018,nytimes,0.462,0.538,0.0,RT @NYTHealth: You’re sick. Whose fault is that? https://t.co/TjZ3PUGO5N,41
441,0.0,Wed Jan 10 20:13:02 +0000 2018,nytimes,0.0,1.0,0.0,"RT @nytimesworld: Shariah has been applied in Thrace, a northern region of Greece, for nearly a century. Now Muslims there will have the op…",42
442,0.4019,Wed Jan 10 20:03:07 +0000 2018,nytimes,0.0,0.881,0.119,"It turns out dolphins recognize themselves in mirrors earlier than humans do. (And yes, we have video of them posin… https://t.co/aRQipCsJ4F",43
443,-0.802,Wed Jan 10 19:56:38 +0000 2018,nytimes,0.265,0.735,0.0,"Anna Mae Hays, who was named the U.S. military's first female general after she served in 3 wars, died on Monday. S… https://t.co/ba23IuxoFh",44
444,0.4215,Wed Jan 10 19:53:03 +0000 2018,nytimes,0.0,0.877,0.123,President Trump repeated a pledge to change the nation's libel laws to make it easier for people to sue news organi… https://t.co/i48ow3N1sn,45
445,-0.7964,Wed Jan 10 19:43:06 +0000 2018,nytimes,0.372,0.628,0.0,"In declaring war against Hamas, ISIS's Sinai branch has surrounded itself with enemies https://t.co/Ys6KoRIwwa",46
446,0.34,Wed Jan 10 19:33:04 +0000 2018,nytimes,0.0,0.906,0.094,RT @nytvideo: “He believed he was acting within the guidelines of the law. I believed in giving him the agency the Chinese government and s…,47
447,0.0,Wed Jan 10 19:23:05 +0000 2018,nytimes,0.0,1.0,0.0,Russia’s interference in the U.S. election fits into a nearly 2-decade pattern of meddling with governments around… https://t.co/fenW0Cs419,48
448,0.0,Wed Jan 10 19:13:05 +0000 2018,nytimes,0.0,1.0,0.0,"For 14 years, a Brooklyn bodega owner has quietly been housing homeless men in his store's basement. ""They don't ha… https://t.co/Zb6cD1PSQf",49
449,0.4404,Wed Jan 10 19:10:01 +0000 2018,nytimes,0.0,0.805,0.195,"""Rated PG for contribution to the public good. Also references to earwax."" https://t.co/rsqPxc77Ix",50
450,-0.25,Wed Jan 10 19:03:05 +0000 2018,nytimes,0.1,0.9,0.0,"They were stuck at the foot of the Matterhorn, Switzerland’s most famously photogenic mountain. ""This was not a dis… https://t.co/FzWAuGsmoc",51
451,-0.0772,Wed Jan 10 18:53:05 +0000 2018,nytimes,0.067,0.933,0.0,"An exiled Chinese billionaire has exposed a phenomenal web of corruption in China’s ruling elite — if, that is, he’… https://t.co/dWhKwt81TN",52
452,-0.802,Wed Jan 10 18:49:08 +0000 2018,nytimes,0.265,0.735,0.0,"Anna Mae Hays, who was named the U.S. military's first female general after she served in 3 wars, died on Monday. S… https://t.co/bmPSYUlzyU",53
453,0.4144,Wed Jan 10 18:43:05 +0000 2018,nytimes,0.0,0.884,0.116,"Rose McGowan on her new reality TV show: ""I wanted really to be like Gertrude Stein and have a conversation with th… https://t.co/1649qfzWP4",54
454,-0.5859,Wed Jan 10 18:33:03 +0000 2018,nytimes,0.275,0.725,0.0,Many preschool teachers live on the edge of financial ruin https://t.co/eu2FJfoPkz,55
455,-0.7003,Wed Jan 10 18:13:03 +0000 2018,nytimes,0.309,0.691,0.0,"Short on space in detention centers, Spain sent about 500 Algerian migrants to prison https://t.co/0BJcATVK9n",56
456,0.0,Wed Jan 10 18:09:16 +0000 2018,nytimes,0.0,1.0,0.0,"RT @nytopinion: When Buzzfeed decided to publish the Steele dossier on Trump and Russia, NBC’s Chuck Todd told me on air: “You just publish…",57
457,0.0,Wed Jan 10 18:04:12 +0000 2018,nytimes,0.0,1.0,0.0,"Darrell Issa, a California Republican, won't seek re-election to the House. His retirement adds fuel to talk of a D… https://t.co/2GjmY6a4Af",58
458,0.5574,Wed Jan 10 18:03:06 +0000 2018,nytimes,0.085,0.682,0.233,"Male sea turtles are disappearing from Australia’s Great Barrier Reef, a new study suggests https://t.co/ICAjMQ9ori",59
459,0.5574,Wed Jan 10 17:53:07 +0000 2018,nytimes,0.0,0.847,0.153,The Supreme Court appeared deeply divided over whether Ohio may kick people off its voting rolls if they skip a few… https://t.co/naskLOy5yZ,60
460,-0.6369,Wed Jan 10 17:43:04 +0000 2018,nytimes,0.224,0.776,0.0,These Fake News Jeans are real. Our fashion critic says none of this is going away any time soon. https://t.co/XLxPqRGhlY,61
461,0.3182,Wed Jan 10 17:40:21 +0000 2018,nytimes,0.0,0.892,0.108,Curious about the new products being unveiled at CES and how they will affect your personal technology? @bxchen is… https://t.co/rY9cGr42HG,62
462,-0.8158,Wed Jan 10 17:33:05 +0000 2018,nytimes,0.318,0.682,0.0,"The latest on the Southern California mudslides:
• At least 15 killed
• More than 2 dozen injured
• 2 dozen people… https://t.co/7xxKanwRSL",63
463,-0.6908,Wed Jan 10 17:13:01 +0000 2018,nytimes,0.251,0.749,0.0,"RT @nytimesworld: Microbeads are now banned in the U.K. What are they, and what's the problem with them? https://t.co/CyFGLQeUWo",64
464,0.0,Wed Jan 10 17:08:58 +0000 2018,nytimes,0.0,1.0,0.0,"This year, @nytimestravel is sending someone to each and every place. Meet @jadabird. https://t.co/GgUzrJSDdY",65
465,0.0,Wed Jan 10 17:03:06 +0000 2018,nytimes,0.0,1.0,0.0,52 Places to Go in 2018 https://t.co/dvdtJsxfPv,66
466,0.0,Wed Jan 10 16:53:02 +0000 2018,nytimes,0.0,1.0,0.0,Another search has begun for Malaysia Airlines Flight 370. A U.S. company could be paid as much as $70 million if i… https://t.co/zofYIIl5mr,67
467,-0.3612,Wed Jan 10 16:43:05 +0000 2018,nytimes,0.116,0.884,0.0,The IRS paid $20 million to private debt collectors. The program only brought in $6.7 million in back taxes. https://t.co/WhFylqWwp8,68
468,0.3818,Wed Jan 10 16:33:06 +0000 2018,nytimes,0.0,0.809,0.191,"RT @aliciaparlap: Some charts on who benefits from the DACA program:

https://t.co/JWHz6nwuEI",69
469,0.0,Wed Jan 10 16:22:02 +0000 2018,nytimes,0.0,1.0,0.0,"""The West Wing"" met ""The Apprentice"" on Tuesday when President Trump presided over an extraordinary meeting on immi… https://t.co/GVgUV5Lkht",70
470,0.0,Wed Jan 10 16:14:05 +0000 2018,nytimes,0.0,1.0,0.0,"RT @nytopinion: ""I have not worked for him again, and I will not work for him again"" — Greta Gerwig, on Woody Allen https://t.co/hUu0Wod3yt",71
471,0.0,Wed Jan 10 16:05:05 +0000 2018,nytimes,0.0,1.0,0.0,Chris Christie gave his final State of the State address. He spun a rosy tale that was seemingly at odds with his c… https://t.co/kaD6bTQs1L,72
472,0.0,Wed Jan 10 15:59:30 +0000 2018,nytimes,0.0,1.0,0.0,"RT @nytpolitics: Sarah Huckabee Sanders, the White House press secretary, called a federal judge's order forcing the administration to rest…",73
473,0.0,Wed Jan 10 15:55:07 +0000 2018,nytimes,0.0,1.0,0.0,"A gym chain is banning CNN, Fox News and MSNBC from its TVs. They say it's for your health. https://t.co/TCNZJrqZvx",74
474,-0.3875,Wed Jan 10 15:44:04 +0000 2018,nytimes,0.111,0.889,0.0,"RT @taffyakner: Tonya Harding did not enjoy your recent feminist think piece about her. My, Tonya profile is up now @nytimesarts: https://t…",75
475,0.0,Wed Jan 10 15:33:05 +0000 2018,nytimes,0.0,1.0,0.0,RT @SarahMaslinNir: Beneath the shelves of canned beans and rolls of toilet paper in a Brooklyn bodega I found a secret: a cave of homeless…,76
476,0.7192,Wed Jan 10 15:23:10 +0000 2018,nytimes,0.049,0.715,0.237,"""Trump made clear once again that the details of governance do not really matter to him as much as success, telling… https://t.co/pKjELRJkpR",77
477,0.5106,Wed Jan 10 15:11:05 +0000 2018,nytimes,0.0,0.864,0.136,RT @NYTNational: The authorities in Southern California are working to rescue residents after heavy rain unleashed debris and mud in the Mo…,78
478,0.0,Wed Jan 10 15:00:36 +0000 2018,nytimes,0.0,1.0,0.0,Morning Briefing: Here's what you need to know to start your day https://t.co/LwNtoE3LBG https://t.co/31erPMG6em,79
479,0.0,Wed Jan 10 14:50:09 +0000 2018,nytimes,0.0,1.0,0.0,"Considered impure because she was menstruating, she was about to sleep outside in a cold hut. She never woke up. https://t.co/AkPIk3h4ja",80
480,0.4404,Wed Jan 10 14:41:00 +0000 2018,nytimes,0.0,0.873,0.127,"RT @nytvideo: Watch: About 800,000 young undocumented immigrants are protected under DACA. In September, we spoke with a few of them. https…",81
481,-0.0772,Wed Jan 10 14:30:10 +0000 2018,nytimes,0.067,0.933,0.0,"From a penthouse on Central Park, Guo Wengui has exposed a phenomenal web of corruption in China's ruling elite — i… https://t.co/9lq3queA5m",82
482,0.1842,Wed Jan 10 14:20:05 +0000 2018,nytimes,0.136,0.649,0.216,"""Insistent or clumsy flirting is not a crime, nor is gallantry a chauvinist aggression."" Catherine Deneuve and doze… https://t.co/JvOwFYhMga",83
483,0.0,Wed Jan 10 14:11:03 +0000 2018,nytimes,0.0,1.0,0.0,"""The second I pressed the shutter release, I knew which of my pictures could not be published"" https://t.co/eejMfmwO0P  [corrected typo]",84
484,-0.2846,Wed Jan 10 14:00:44 +0000 2018,nytimes,0.097,0.903,0.0,"Tonya Harding: ""I was a liar to everybody but still, 23 years later, finally everybody can just eat crow. That's wh… https://t.co/GkFykzJBcg",85
485,0.0,Wed Jan 10 13:50:08 +0000 2018,nytimes,0.0,1.0,0.0,"North Carolina's congressional map was ruled unconstitutional by federal judges, who said Republicans who drew it h… https://t.co/ZbN3Qm8wIL",86
486,0.0772,Wed Jan 10 13:40:04 +0000 2018,nytimes,0.0,0.915,0.085,The number of migrants trying to enter the U.S. has surged in recent months https://t.co/5qh72INaF5,87
487,-0.4767,Wed Jan 10 13:30:21 +0000 2018,nytimes,0.147,0.853,0.0,It started out as a runny nose and a cough — typical cold symptoms. Then things took a turn for the worse. https://t.co/5rjciqtlKl,88
488,-0.9246,Wed Jan 10 13:20:09 +0000 2018,nytimes,0.456,0.544,0.0,Iryna Nozdrovska fought a corrupt court to put her sister’s killer behind bars. She was stabbed to death after winn… https://t.co/Ag4A4fEmqX,89
489,0.0,Wed Jan 10 13:11:04 +0000 2018,nytimes,0.0,1.0,0.0,"The head of the largest coal mining company in the U.S. wrote a lengthy ""action plan"" last year for President Trump… https://t.co/zlNipUXWtU",90
490,0.0,Wed Jan 10 13:00:27 +0000 2018,nytimes,0.0,1.0,0.0,Morning Briefing: Here's what you need to know to start your day https://t.co/mvf17lnLZa https://t.co/C1Tx0mhUZQ,91
491,0.0,Wed Jan 10 12:51:07 +0000 2018,nytimes,0.0,1.0,0.0,"President Trump's longtime lawyer sues @BuzzFeed and Fusion GPS, the firm behind the Russia dossier https://t.co/62xstn40kR",92
492,0.0,Wed Jan 10 12:40:08 +0000 2018,nytimes,0.0,1.0,0.0,Russia’s interference in the U.S. election fits into a nearly two-decade pattern of meddling with governments aroun… https://t.co/iip4vMrwo3,93
493,-0.5267,Wed Jan 10 12:30:08 +0000 2018,nytimes,0.167,0.833,0.0,The government of Wales has a question for parents: Is it ever right to physically punish your children? https://t.co/7eTwmsGhYv,94
494,0.0,Wed Jan 10 12:21:06 +0000 2018,nytimes,0.0,1.0,0.0,"Dianne Feinstein released the transcript of the Judiciary Committee's interview with Fusion GPS, the firm that crea… https://t.co/7d3JyWJD1F",95
495,0.0,Wed Jan 10 12:10:12 +0000 2018,nytimes,0.0,1.0,0.0,What does Carter Page know? https://t.co/8QSiDAkBBl,96
496,0.0,Wed Jan 10 12:00:09 +0000 2018,nytimes,0.0,1.0,0.0,"Tonya Harding: ""I've had rats thrown into my mailboxes, [expletive] left on my door, left in my mailbox, all over m… https://t.co/OCoRyDbjXn",97
497,-0.6369,Wed Jan 10 11:45:13 +0000 2018,nytimes,0.321,0.679,0.0,James Franco denied sexual misconduct accusations in an interview with Stephen Colbert https://t.co/MLKNiZowY2,98
498,0.0,Wed Jan 10 11:30:07 +0000 2018,nytimes,0.0,1.0,0.0,Morning Briefing: Here's what you need to know to start your day https://t.co/icusd9Y61a https://t.co/AcIh8287jC,99
499,-0.6808,Wed Jan 10 11:14:04 +0000 2018,nytimes,0.237,0.763,0.0,"Rumors are that a classified SpaceX mission code-named ""Zuma"" failed to deploy in orbit and is now lost. What happe… https://t.co/zhxyZvk9wn",100
